sentiment,sentence,processed,vector
0,20 mins from home and i owe john 3 shots cause the cavs lost ,"['min', 'home', 'owe', 'john', 'shot', 'caus', 'cav', 'lost']",[0. 0. 0. ... 0. 0. 0.]
0,ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now ,"['ok', ""i'm"", 'sick', 'spent', 'hour', 'sit', 'shower', 'caus', 'sick', 'stand', 'held', 'back', 'puke', 'like', 'champ', '.', 'bed']",[0. 0. 0. ... 0. 0. 0.]
0,Sad to see the Kobe/Lebron puppets go... ,"['sad', 'see', 'kobe', 'lebron', 'puppet', 'go', '...']",[0. 0. 0. ... 0. 0. 0.]
0,"I thought I had a fly on my arm and was ready to go all Obama on the sucker, but then realised it didn't have wings. Twas a spider. Urgh ","['thought', 'fli', 'arm', 'readi', 'go', 'obama', 'sucker', ',', 'realis', 'wing', '.', 'twa', 'spider', '.', 'urgh']",[0. 0. 0. ... 0. 0. 0.]
0,is nervous...hubby is off to the cancer clinic this morning  ,"['nervou', '...', 'hubbi', 'cancer', 'clinic', 'morn']",[0. 0. 0. ... 0. 0. 0.]
0,i am very sad xbox live is off line for a day  no COD today,"['sad', 'xbox', 'live', 'line', 'day', 'cod', 'today']",[0. 0. 0. ... 0. 0. 0.]
0,almost freaking out cause of this damn headache ,"['almost', 'freak', 'caus', 'damn', 'headach']",[0. 0. 0. ... 0. 0. 0.]
0,@AnthonyW90 oh my god...im freaking out that i will have skin cancer now!!!!! ,"['oh', 'god', '...', 'im', 'freak', 'skin', 'cancer']",[0. 0. 0. ... 0. 0. 0.]
0,Okay all alone again here at Mcdonalds and hearing all types of creepy noises! ,"['okay', 'alon', 'mcdonald', 'hear', 'type', 'creepi', 'nois']",[0. 0. 0. ... 0. 0. 0.]
0,@lakersnation LOL. I can't DM you about the tix if you're not following me.  Silly twitter!,"['lol', '.', ""can't"", 'dm', 'tix', 'follow', '.', 'silli', 'twitter']",[0. 0. 0. ... 0. 0. 0.]
0,"I had a horrible nightmare last night which affected my sleep, now I'm really tired ","['horribl', 'nightmar', 'last', 'night', 'affect', 'sleep', ',', ""i'm"", 'realli', 'tire']",[0. 0. 0. ... 0. 0. 0.]
1,@kailaengland I like a girl who has style too. Cocktail dress &amp; heels Friday night to cute jeans @ tank for a day in the park Saturday. ,"['like', 'girl', 'style', '.', 'cocktail', 'dress', 'amp', ';', 'heel', 'friday', 'night', 'cute', 'jean', 'tank', 'day', 'park', 'saturday', '.']",[0. 0. 0. ... 0. 0. 0.]
0,@nchokkan https://www.mycomicshop.com/search?TID=395031 But all says not in stock ,"['say', 'stock']",[0. 0. 0. ... 0. 0. 0.]
0,just deleted all my bastard songs off my Ipod ,"['delet', 'bastard', 'song', 'ipod']",[0. 0. 0. ... 0. 0. 0.]
1,"Cookin dinner for the family and luvin it  sendin luv to my hubbie,tw,luvladyt,tenise,nasa","['cookin', 'dinner', 'famili', 'luvin', 'sendin', 'luv', 'hubbi', ',', 'tw', ',', 'luvladyt', ',', 'tenis', ',', 'nasa']",[0. 0. 0. ... 0. 0. 0.]
0,"My wife took my last �20, no McDonalds breakfast for me today ","['wife', 'took', 'last', ',', 'mcdonald', 'breakfast', 'today']",[0. 0. 0. ... 0. 0. 0.]
0,i thought today was gonna be a good one but disaster has struck i've dropped my psp and cracked the screen  gutted.,"['thought', 'today', 'gonna', 'good', 'one', 'disast', 'struck', ""i'v"", 'drop', 'psp', 'crack', 'screen', 'gut', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"With the way this damn game is going, we just might see LeBron in a Knicks Jersey next year ","['way', 'damn', 'game', 'go', ',', 'might', 'see', 'lebron', 'knick', 'jersey', 'next', 'year']",[0. 0. 0. ... 0. 0. 0.]
0,@julieitis I'm sad Facebook won't just let me have kate.southern.    Must come up with new name.,"[""i'm"", 'sad', 'facebook', 'let', 'kate', '.', 'southern', '.', 'must', 'come', 'new', 'name', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"@insomniacgames ohhhhh why, why those codes are given when I am at the office, I say it again I need a PSP to use Remote Play ","['ohhhhh', ',', 'code', 'given', 'offic', ',', 'say', 'need', 'psp', 'use', 'remot', 'play']",[0. 0. 0. ... 0. 0. 0.]
0,"@vene2ia ...not yet unfortunately, another few weeks I've been told  How are you? I've been a little bit busy with my latest project.","['...', 'yet', 'unfortun', ',', 'anoth', 'week', ""i'v"", 'told', '?', ""i'v"", 'littl', 'bit', 'busi', 'latest', 'project', '.']",[0. 0. 0. ... 0. 0. 0.]
0,@tommcfly you've made me want a starbucks frappuccino  that's just cruel,"['made', 'want', 'starbuck', 'frappuccino', ""that'"", 'cruel']",[0. 0. 0. ... 0. 0. 0.]
0,@Rhyanath Oh... sorry to hear that.  Cancer is a nasty thing.  Sounds like it's going to be a difficult few weeks for you. ,"['oh', '...', 'sorri', 'hear', '.', 'cancer', 'nasti', 'thing', '.', 'sound', 'like', 'go', 'difficult', 'week', '.']",[0. 0. 0. ... 0. 0. 0.]
0,@LariiTran OMG!! Where's the trailer? I can't find it on youtube. ,"['omg', ""where'"", 'trailer', '?', ""can't"", 'find', 'youtub', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"@fauziab me too! after a late night as well. Yep, i suffer from hayfever ","['late', 'night', 'well', '.', 'yep', ',', 'suffer', 'hayfev']",[0. 0. 0. ... 0. 0. 0.]
0,Wishs Xbox Live Whould Work ,"['wish', 'xbox', 'live', 'whould', 'work']",[0. 0. 0. ... 0. 0. 0.]
0,"Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe.","['home', 'franklin', 'street', ',', 'almost', 'jump', 'fire', '.', 'someon', 'kick', 'could', '.', 'jenni', 'lost', 'shoe', '.']",[0. 0. 0. ... 0. 0. 0.]
0,@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow ,"['ehhh', '.', ""weather'"", 'gonna', 'take', 'turn', 'ugli', 'tomorrow']",[0. 0. 0. ... 0. 0. 0.]
0,You can call me a HATER but..... The CAVS SUCK! ,"['call', 'hater', '...', '.', '.', 'cav', 'suck']",[0. 0. 0. ... 0. 0. 0.]
0,@brennasaurus wow that's sad  ,"['wow', ""that'"", 'sad']",[0. 0. 0. ... 0. 0. 0.]
0,omg..its jst teusday ,"['omg', '.', '.', 'jst', 'teusday']",[0. 0. 0. ... 0. 0. 0.]
0,Hungover headache today  got paid today = more drinking tonite on the + side I lost 2 more pounds on the diet... Hope today's quiet @ work,"['hungov', 'headach', 'today', 'got', 'paid', 'today', '=', 'drink', 'tonit', 'side', 'lost', 'pound', 'diet', '...', 'hope', ""today'"", 'quiet', 'work']",[0. 0. 0. ... 0. 0. 0.]
0,"@tommcfly Tooom, come back to Brazil ","['tooom', ',', 'come', 'back', 'brazil']",[0. 0. 0. ... 0. 0. 0.]
0,@Benjo321 Yep companies are starting to catch on how popular the iPhone is and the prices are going up and up ,"['yep', 'compani', 'start', 'catch', 'popular', 'iphon', 'price', 'go']",[0. 0. 0. ... 0. 0. 0.]
0,i hate hayfever! ,"['hate', 'hayfev']",[0. 0. 0. ... 0. 0. 0.]
0,@MarcScottEmery type their names love... whats going on with u and seattle? what the eff! they are making pot a bigger issue than it is! ,"['type', 'name', 'love', '...', 'what', 'go', 'u', 'seattl', '?', 'eff', 'make', 'pot', 'bigger', 'issu']",[0. 0. 0. ... 0. 0. 0.]
0,"mhm, not having a good day  blah blah blah","['mhm', ',', 'good', 'day', 'blah', 'blah', 'blah']",[0. 0. 0. ... 0. 0. 0.]
0,"I just can't spell today, i totally suck ","[""can't"", 'spell', 'today', ',', 'total', 'suck']",[0. 0. 0. ... 0. 0. 0.]
0,@sanasam im not  icant afford it.,"['im', 'icant', 'afford', '.']",[0. 0. 0. ... 0. 0. 0.]
0,headache  i still wait my DVD... I need McFly!!!,"['headach', 'still', 'wait', 'dvd', '...', 'need', 'mcfli']",[0. 0. 0. ... 0. 0. 0.]
0,And somehow I still end up in this place ,"['somehow', 'still', 'end', 'place']",[0. 0. 0. ... 0. 0. 0.]
0,[-O] I wish the frogs weren't becoming extinct    http://tinyurl.com/cxe8w7,"['[', ']', 'wish', 'frog', 'becom', 'extinct']",[0. 0. 0. ... 0. 0. 0.]
0,"@Dezz_MCR I don't like England at all, it's boring, crap and my accent sucks majorly ","['like', 'england', ',', 'bore', ',', 'crap', 'accent', 'suck', 'majorli']",[0. 0. 0. ... 0. 0. 0.]
0,"woke up with headache, going to sleep with headache. ","['woke', 'headach', ',', 'go', 'sleep', 'headach', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"@skybits Thanks! Link won't work on my 3yr old very-much-not-an-iPhone Phone though, sadly. Rationing last 20 pages of novel ","['thank', 'link', 'work', 'yr', 'old', 'very-much-not-an-iphon', 'phone', 'though', ',', 'sadli', '.', 'ration', 'last', 'page', 'novel']",[0. 0. 0. ... 0. 0. 0.]
0,i want my mom to come home so she can get mcdonalds for me  i am starving,"['want', 'mom', 'come', 'home', 'get', 'mcdonald', 'starv']",[0. 0. 0. ... 0. 0. 0.]
0,"oh man my team is suffering. I dont wanna jump shit. But it maybe time! Shaq is now on the Cavs, no more Nash Shaq team up on 2k9 for me! ","['oh', 'man', 'team', 'suffer', '.', 'dont', 'wanna', 'jump', 'shit', '.', 'mayb', 'time', 'shaq', 'cav', ',', 'nash', 'shaq', 'team', 'k9']",[0. 0. 0. ... 0. 0. 0.]
0,Headache and yardwork = miserable hell ,"['headach', 'yardwork', '=', 'miser', 'hell']",[0. 0. 0. ... 0. 0. 0.]
0,@tea oh! i'm so sorry  i didn't think about that before retweeting.,"['oh', ""i'm"", 'sorri', 'think', 'retweet', '.']",[0. 0. 0. ... 0. 0. 0.]
0,Matt was allowed a McDonalds. I wasnt.  So unfair! All I had was yoghart! ,"['matt', 'allow', 'mcdonald', '.', 'wasnt', '.', 'unfair', 'yoghart']",[0. 0. 0. ... 0. 0. 0.]
0,@Bonedwarf MGS4 isn't on XBox ,"['mgs4', 'xbox']",[0. 0. 0. ... 0. 0. 0.]
0,@PrincessSuperC Cavs down by 20 3 mins left... just in case u arent watching.. its over for Lebron ,"['cav', 'min', 'left', '...', 'case', 'u', 'arent', 'watch', '.', '.', 'lebron']",[0. 0. 0. ... 0. 0. 0.]
0,@JonasAustralia absolutely nothing. like watching JONAS on youtube and homework ,"['absolut', 'noth', '.', 'like', 'watch', 'jona', 'youtub', 'homework']",[0. 0. 0. ... 0. 0. 0.]
0,Shiner is taking up all my bed and blankets! ,"['shiner', 'take', 'bed', 'blanket']",[0. 0. 0. ... 0. 0. 0.]
0,Tons of problems downloading os 3.0  had to restore iphone hopefully i didnt loose anything.,"['ton', 'problem', 'download', 'os', 'restor', 'iphon', 'hope', 'didnt', 'loos', 'anyth', '.']",[0. 0. 0. ... 0. 0. 0.]
0,@allyheman but.. but.. but.. I'm not a big fan on camilla belle ,"['.', '.', '.', '.', '.', '.', ""i'm"", 'big', 'fan', 'camilla', 'bell']",[0. 0. 0. ... 0. 0. 0.]
0,"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... ","['hope', 'increas', 'capac', 'fast', ',', 'yesterday', 'pain', '.', 'got', 'fail', 'whale', '15', 'time', 'hour', '...', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"@JaXboxChick77 I'm afraid if I tried that, I'd lose my job.  Or get molested.","[""i'm"", 'afraid', 'tri', ',', ""i'd"", 'lose', 'job', '.', 'get', 'molest', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"Watching the Cavs game, I was looking for a game 7, but I guess not ","['watch', 'cav', 'game', ',', 'look', 'game', ',', 'guess']",[0. 0. 0. ... 0. 0. 0.]
0,feeling feverish... I hate getting sick during the winter ,"['feel', 'feverish', '...', 'hate', 'get', 'sick', 'winter']",[0. 0. 0. ... 0. 0. 0.]
0,@vishnupsp sob...sob...  wish i were there too mate....!,"['sob', '...', 'sob', '...', 'wish', 'mate', '...', '.']",[0. 0. 0. ... 0. 0. 0.]
0,I WISH I CAN GO ON YOUTUBE!!!! ,"['wish', 'go', 'youtub']",[0. 0. 0. ... 0. 0. 0.]
0,i lost my ipod ,"['lost', 'ipod']",[0. 0. 0. ... 0. 0. 0.]
0,"@Oprah Miss you, no twitter ","['miss', ',', 'twitter']",[0. 0. 0. ... 0. 0. 0.]
0,I hate when software update downloads updates without telling me. I never know what's downloading when it is ,"['hate', 'softwar', 'updat', 'download', 'updat', 'without', 'tell', '.', 'never', 'know', ""what'"", 'download']",[0. 0. 0. ... 0. 0. 0.]
0,@starbucksapron just always really awkward...we just don't have anything to say to each other evidently. ,"['alway', 'realli', 'awkward', '...', 'anyth', 'say', 'evid', '.']",[0. 0. 0. ... 0. 0. 0.]
0,my favorite ipod touch app USA Today crosswords is broken in 3.0 ,"['favorit', 'ipod', 'touch', 'app', 'usa', 'today', 'crossword', 'broken']",[0. 0. 0. ... 0. 0. 0.]
0,Meep! @melodicworld is coming and yaaayy  but also quite nervous! :S Argh and my hayfever is properly kicking in and I don't have drugs ,"['meep', 'come', 'yaaayi', 'also', 'quit', 'nervou', 'argh', 'hayfev', 'properli', 'kick', 'drug']",[0. 0. 0. ... 0. 0. 0.]
0,"@MaryBethune oh no! with everything that happened today, i forgot we were going dress shopping for the opera tomorrow. ","['oh', 'everyth', 'happen', 'today', ',', 'forgot', 'go', 'dress', 'shop', 'opera', 'tomorrow', '.']",[0. 0. 0. ... 0. 0. 0.]
0,Tennis time   Helloooo skin cancer.,"['tenni', 'time', 'helloooo', 'skin', 'cancer', '.']",[0. 0. 0. ... 0. 0. 0.]
0,#inaperfectworld i would have enough money to buy tickets for the jonas brothers and taylor swift concerts ,"['would', 'enough', 'money', 'buy', 'ticket', 'jona', 'brother', 'taylor', 'swift', 'concert']",[0. 0. 0. ... 0. 0. 0.]
0,@sydneyfamous well i thought i was goona lose my job b/c my boss just kept yelling at me today ,"['well', 'thought', 'goona', 'lose', 'job', 'b', 'c', 'boss', 'kept', 'yell', 'today']",[0. 0. 0. ... 0. 0. 0.]
0,@flyknocka after all these years and working at Starbucks the doctors finally inform me that they bring on my migranes  sucks !,"['year', 'work', 'starbuck', 'doctor', 'final', 'inform', 'bring', 'migran', 'suck']",[0. 0. 0. ... 0. 0. 0.]
0,You belong with me. - taylor swift. So true...  ,"['belong', '.', 'taylor', 'swift', '.', 'true', '...']",[0. 0. 0. ... 0. 0. 0.]
0,CASH RULES EVERYTHING AROUND ME ,"['cash', 'rule', 'everyth', 'around']",[0. 0. 0. ... 0. 0. 0.]
0,How can the Teen Choice people possibly put Miley Cyrus and Taylor Swift in the same category.  That's not fair to me. ,"['teen', 'choic', 'peopl', 'possibl', 'put', 'miley', 'cyru', 'taylor', 'swift', 'categori', '.', ""that'"", 'fair', '.']",[0. 0. 0. ... 0. 0. 0.]
0,There's no Lebron on tonight.  What the hell am I supposed to do!!!!!!!!!!!!!!!!!! ,"[""there'"", 'lebron', 'tonight', '.', 'hell', 'suppos']",[0. 0. 0. ... 0. 0. 0.]
0,Major iPhone problems  Wont let me send texts BUT I can do everything else! Can anyone help ,"['major', 'iphon', 'problem', 'wont', 'let', 'send', 'text', 'everyth', 'els', 'anyon', 'help']",[0. 0. 0. ... 0. 0. 0.]
0,I had a huge headache  I wonder why I never  get headaches or get sick often ,"['huge', 'headach', 'wonder', 'never', 'get', 'headach', 'get', 'sick', 'often']",[0. 0. 0. ... 0. 0. 0.]
0,@starbucksapron NOOOOOOOOOO! the one i was happy to hear about is now taken away ,"['noooooooooo', 'one', 'happi', 'hear', 'taken', 'away']",[0. 0. 0. ... 0. 0. 0.]
0,My bf thinks I'm weird bc I watch youtube videos of puppies and laughing babies. ,"['bf', 'think', ""i'm"", 'weird', 'bc', 'watch', 'youtub', 'video', 'puppi', 'laugh', 'babi', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"Farrah Fawcett, star of &quot;Charlie's Angels,&quot; has died from cancer at 62. ","['farrah', 'fawcett', ',', 'star', 'quot', ';', ""charlie'"", 'angel', ',', 'quot', ';', 'die', 'cancer', '.']",[0. 0. 0. ... 0. 0. 0.]
0,XBOX Live is down today  No Weeds Season five from Netflix,"['xbox', 'live', 'today', 'weed', 'season', 'five', 'netflix']",[0. 0. 0. ... 0. 0. 0.]
0,has hurt her ankle!! and is going to the dr ,"['hurt', 'ankl', 'go', 'dr']",[0. 0. 0. ... 0. 0. 0.]
0,omF'g hayfever SUUUUCKS!!! My eyes are burnin...ouch &amp; itchy! ,"[""omf'g"", 'hayfev', 'suuuuck', 'eye', 'burnin', '...', 'ouch', 'amp', ';', 'itchi']",[0. 0. 0. ... 0. 0. 0.]
0,worst $3.75 spent . the put no love into my frappuchino  ! lol ftw your not suppose to make extra stops on my trip to starbucks.,"['worst', '$3.75', 'spent', '.', 'put', 'love', 'frappuchino', 'lol', 'ftw', 'suppos', 'make', 'extra', 'stop', 'trip', 'starbuck', '.']",[0. 0. 0. ... 0. 0. 0.]
0,Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435,"['strider', 'sick', 'littl', 'puppi']",[0. 0. 0. ... 0. 0. 0.]
0,i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK,"['left', 'id', 'locat', 'go', 'bar', 'fuckkkkkkkkkkkkk']",[0. 0. 0. ... 0. 0. 0.]
0,Argh! How 2 fly with a stupid headache.  so sad - http://tweet.sg,"['argh', 'fli', 'stupid', 'headach', '.', 'sad']",[0. 0. 0. ... 0. 0. 0.]
0,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad ,"['paid', 'attent', 'cover', 'photoshop', 'webpag', 'design', 'class', 'undergrad']",[0. 0. 0. ... 0. 0. 0.]
0,obama dildo is just wrong on so many levels http://tinyurl.com/cuggsh head of state ,"['obama', 'dildo', 'wrong', 'mani', 'level', 'head', 'state']",[0. 0. 0. ... 0. 0. 0.]
0,"Wow, PSP Go revealed in Qore. Not too impressed. ","['wow', ',', 'psp', 'go', 'reveal', 'qore', '.', 'impress', '.']",[0. 0. 0. ... 0. 0. 0.]
0,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend ,"['bed', '.', 'class', '12', '.', 'work', '3', '.', 'gym', '5', '.', 'class', '10', '.', 'anoth', 'day', ""that'"", 'gonna', 'fli', '.', 'miss', 'girlfriend']",[0. 0. 0. ... 0. 0. 0.]
0,@nicolerichie I cried so hard when Matthew died ,"['cri', 'hard', 'matthew', 'die']",[0. 0. 0. ... 0. 0. 0.]
0,I want some fries from McDonalds. Im so hungry ,"['want', 'fri', 'mcdonald', '.', 'im', 'hungri']",[0. 0. 0. ... 0. 0. 0.]
0,why this headache still here??? ,"['headach', 'still', '?', '?', '?']",[0. 0. 0. ... 0. 0. 0.]
0,It's no longer sunny in Seattle.  http://tr.im/sunnyinseattle,"['longer', 'sunni', 'seattl', '.']",[0. 0. 0. ... 0. 0. 0.]
0,Looking around on the web for something to entertain me the way Facebook did... alas... nothing. ,"['look', 'around', 'web', 'someth', 'entertain', 'way', 'facebook', '...', 'ala', '...', 'noth', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera, just my cellphone","['cant', 'see', 'flower', 'fall', 'dont', 'camera', ',', 'cellphon']",[0. 0. 0. ... 0. 0. 0.]
0,"@zarigee i got mcdonalds, surpisingly its not a popular drunk food option.  its sucks that all diners aren't 24hrs here anymore","['got', 'mcdonald', ',', 'surpisingli', 'popular', 'drunk', 'food', 'option', '.', 'suck', 'diner', 'hr', 'anymor']",[0. 0. 0. ... 0. 0. 0.]
0,@xcaix I am suffering with hayfever today  dam you pollen!!,"['suffer', 'hayfev', 'today', 'dam', 'pollen']",[0. 0. 0. ... 0. 0. 0.]
0,It's now 13:30 and no iPhone 3.0  Talk about keeping us waiting!! Grrrr.....,"[':', '30', 'iphon', 'talk', 'keep', 'us', 'wait', 'grrrr', '...', '.', '.']",[0. 0. 0. ... 0. 0. 0.]
0,It's only tuesday ,['tuesday'],[0. 0. 0. ... 0. 0. 0.]
0,i miss my ex soo much ,"['miss', 'ex', 'soo', 'much']",[0. 0. 0. ... 0. 0. 0.]
0,Trying to download iPhone 3.0 but it ain't happening!! ,"['tri', 'download', 'iphon', ""ain't"", 'happen']",[0. 0. 0. ... 0. 0. 0.]
0,"Disappointed!  Lebron James is a sore loser! &quot;You win and accept the praise, you lose and accept defeat!&quot;","['disappoint', 'lebron', 'jame', 'sore', 'loser', 'quot', ';', 'win', 'accept', 'prais', ',', 'lose', 'accept', 'defeat', 'quot', ';']",[0. 0. 0. ... 0. 0. 0.]
0,PSP. I miss playing &quot;The Sims.&quot; ,"['psp', '.', 'miss', 'play', 'quot', ';', 'sim', '.', 'quot', ';']",[0. 0. 0. ... 0. 0. 0.]
0,Too worked up and excited. Must focus on a theoretical proposal on a stem-cell based pancreatic cancer therapy. Pancreatic cancer sucks ,"['work', 'excit', '.', 'must', 'focu', 'theoret', 'propos', 'stem-cel', 'base', 'pancreat', 'cancer', 'therapi', '.', 'pancreat', 'cancer', 'suck']",[0. 0. 0. ... 0. 0. 0.]
0,@alexbigman you left without saying hi! ,"['left', 'without', 'say', 'hi']",[0. 0. 0. ... 0. 0. 0.]
0,"http://seattle.craigslist.org/tac/mcy/1205308493.html damn when i find the bike i want in the color i want, i have not the cash ","['damn', 'find', 'bike', 'want', 'color', 'want', ',', 'cash']",[0. 0. 0. ... 0. 0. 0.]
0,@superfro432 we came in second. No vegas for us this year ,"['came', 'second', '.', 'vega', 'us', 'year']",[0. 0. 0. ... 0. 0. 0.]
0,"@jaimelondonboy A hay fever suffer liking summer, I need to take what you take. I've not looked forward to summer for years now. ","['hay', 'fever', 'suffer', 'like', 'summer', ',', 'need', 'take', 'take', '.', ""i'v"", 'look', 'forward', 'summer', 'year', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman.","['rees', 'die', '?', 'season', 'final', 'next', 'week', '.', 'bore', ',', 'madam', 'presid', 'crazi', 'woman', '.']",[0. 0. 0. ... 0. 0. 0.]
0,@joshalexanderr fair enough. i havent had those in ages. now i want mcdonalds hashbrowns damn it ,"['fair', 'enough', '.', 'havent', 'age', '.', 'want', 'mcdonald', 'hashbrown', 'damn']",[0. 0. 0. ... 0. 0. 0.]
0,i went to my room 2 hours ago to study for my econ exam tomorrow. but all i ended up doing was watching an epi of oprah and taking a nap. ,"['went', 'room', 'hour', 'ago', 'studi', 'econ', 'exam', 'tomorrow', '.', 'end', 'watch', 'epi', 'oprah', 'take', 'nap', '.']",[0. 0. 0. ... 0. 0. 0.]
0,@lizhodgins I heard your moving to Sydney next year im not happy ,"['heard', 'move', 'sydney', 'next', 'year', 'im', 'happi']",[0. 0. 0. ... 0. 0. 0.]
0,did ALL our work in one day and now im paying for it with one hellofa headache  My man went to get McDonalds for dinner so i dont cook xxo,"['work', 'one', 'day', 'im', 'pay', 'one', 'hellofa', 'headach', 'man', 'went', 'get', 'mcdonald', 'dinner', 'dont', 'cook', 'xxo']",[0. 0. 0. ... 0. 0. 0.]
0,Link: Farrah Fawcett Dies of Cancer at 62  http://tumblr.com/x5h25fy5j,"['link', ':', 'farrah', 'fawcett', 'die', 'cancer']",[0. 0. 0. ... 0. 0. 0.]
0,@ricochetsrapid sorry buddy... I haven't been on facebook  hope things get better,"['sorri', 'buddi', '...', 'facebook', 'hope', 'thing', 'get', 'better']",[0. 0. 0. ... 0. 0. 0.]
0,Its raining in Sydney. ,"['rain', 'sydney', '.']",[0. 0. 0. ... 0. 0. 0.]
0,just got back from starbucks &amp; now I'm babysitting. no salsa dancing for me ,"['got', 'back', 'starbuck', 'amp', ';', ""i'm"", 'babysit', '.', 'salsa', 'danc']",[0. 0. 0. ... 0. 0. 0.]
0,David Cook's little brother passed away from cancer ,"['david', ""cook'"", 'littl', 'brother', 'pass', 'away', 'cancer']",[0. 0. 0. ... 0. 0. 0.]
0,@TJ_Sopher damn right - the grill is always open down here ,"['damn', 'right', 'grill', 'alway', 'open']",[0. 0. 0. ... 0. 0. 0.]
0,still has a killer headache. I thought it would be gone by now. ,"['still', 'killer', 'headach', '.', 'thought', 'would', 'gone', '.']",[0. 0. 0. ... 0. 0. 0.]
0,@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me ,"['hope', 'make', 'auburn', 'show', '.', 'look', 'good']",[0. 0. 0. ... 0. 0. 0.]
0,is at work and saddened due to Ted Baker London not being able to ship to the continental US  I want the hat!,"['work', 'sadden', 'due', 'ted', 'baker', 'london', 'abl', 'ship', 'continent', 'us', 'want', 'hat']",[0. 0. 0. ... 0. 0. 0.]
0,"Been to opticians,referred to hospital tomorrow to check ever closing,painful,headache inducing eyes so won't be on air today  Catherine","['optician', ',', 'refer', 'hospit', 'tomorrow', 'check', 'ever', 'close', ',', 'pain', ',', 'headach', 'induc', 'eye', 'air', 'today', 'catherin']",[0. 0. 0. ... 0. 0. 0.]
0,@teefury Not seeing it. The Facebook preview? looked all up and down your body.... of your web page  Still nvr got shrt U snt. BURROWISH ,"['see', '.', 'facebook', 'preview', '?', 'look', 'bodi', '...', '.', 'web', 'page', 'still', 'nvr', 'got', 'shrt', 'u', 'snt', '.', 'burrowish']",[0. 0. 0. ... 0. 0. 0.]
0,"@ddlovato Wish i could , but im in england  xx","['wish', 'could', ',', 'im', 'england', 'xx']",[0. 0. 0. ... 0. 0. 0.]
0,Nasty budget due and my iphone is being sent to Apple today. ,"['nasti', 'budget', 'due', 'iphon', 'sent', 'appl', 'today', '.']",[0. 0. 0. ... 0. 0. 0.]
0,I had to bury my iPod and buy a new one. ,"['buri', 'ipod', 'buy', 'new', 'one', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"@joshuadejong Don't know, there still seem to be problems on Xbox LIVE after the maintenance yesterday. ","['know', ',', 'still', 'seem', 'problem', 'xbox', 'live', 'mainten', 'yesterday', '.']",[0. 0. 0. ... 0. 0. 0.]
0,"@tommcfly I already miss you guys! One day you will come back to Brazil, won't you? ","['alreadi', 'miss', 'guy', 'one', 'day', 'come', 'back', 'brazil', ',', '?']",[0. 0. 0. ... 0. 0. 0.]
0,"@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... ","['tri', 'tweetdeck', 'hate', 'passion', '.', 'hate', ',', ""i'm"", 'sure', '...']",[0. 0. 0. ... 0. 0. 0.]
0,@Chrxs sick sick sick  No more McDonalds ever again. SUBWAY!,"['sick', 'sick', 'sick', 'mcdonald', 'ever', '.', 'subway']",[0. 0. 0. ... 0. 0. 0.]
0,/me has headache ,['headach'],[0. 0. 0. ... 0. 0. 0.]
0,Whats the weather doing in Wimbledon (London)? I see there is tennis action at 3.30 on BBC2 Don't say it's raining there too ,"['what', 'weather', 'wimbledon', '(', 'london', ')', '?', 'see', 'tenni', 'action', 'bbc2', 'say', 'rain']",[0. 0. 0. ... 0. 0. 0.]
0,"@Akivafever  Sorry, little brother.","['sorri', ',', 'littl', 'brother', '.']",[0. 0. 0. ... 0. 0. 0.]
0,Still 3 more days until my Internet gets uncapped ,"['still', 'day', 'internet', 'get', 'uncap']",[0. 0. 0. ... 0. 0. 0.]
0,Mad tired today... Callin it in early tonight  nighty night twittas,"['mad', 'tire', 'today', '...', 'callin', 'earli', 'tonight', 'nighti', 'night', 'twitta']",[0. 0. 0. ... 0. 0. 0.]
0,Fever Fever Go Away! Come again another day! Sneeezzzeee! Awwwww ,"['fever', 'fever', 'go', 'away', 'come', 'anoth', 'day', 'sneeezzzee', 'awwwww']",[0. 0. 0. ... 0. 0. 0.]
